atc_code,atc_level1,role,n_substances,n_suppliers,n_ulcm_substances,n_countries,top_country,top_country_share,hhi_country,eu_eea_share
L01CD01,L,mah_national,1,7,1,,,,,
L01CD02,L,api_cep,1,19,0,9,CN,0.3684,2077.6,0.1053
L01CD02,L,batch_release,1,5,0,4,DE,0.4,2800.0,1.0
L01CD02,L,mah_national,2,5,0,,,,,
L01CD04,L,batch_release,1,4,0,4,ES,0.25,2500.0,1.0
L01CD04,L,mah_national,1,5,0,,,,,
L01CE01,L,batch_release,1,7,1,5,DE,0.2857,2244.9,1.0
L01CE01,L,mah_national,1,1,1,,,,,
L01CE02,L,batch_release,1,2,0,1,FR,1.0,10000.0,1.0
L01CX,L,mah_national,1,1,0,,,,,
L01CX01,L,batch_release,1,4,0,4,ES,0.25,2500.0,1.0
L01CX01,L,mah_national,1,3,0,,,,,
L01DB,L,api_cep,1,12,1,8,CN,0.1667,1388.9,0.3333
L01DB,L,batch_release,1,2,1,2,BE,0.5,5000.0,1.0
L01DB,L,mah_national,4,8,4,,,,,
L01DB01,L,api_cep,1,12,1,8,CN,0.1667,1388.9,0.3333
L01DB01,L,batch_release,2,3,1,3,ES,0.3333,3333.3,1.0
L01DB01,L,mah_national,2,7,1,,,,,
L01DB02,L,api_cep,1,4,1,3,CN,0.5,3750.0,0.25
L01DB02,L,mah_national,1,1,1,,,,,
L01DB03,L,api_cep,1,11,1,8,DE,0.2727,1570.2,0.4545
L01DB03,L,mah_national,1,2,1,,,,,
L01DB06,L,mah_national,1,1,1,,,,,
L01DB07,L,api_cep,1,4,1,3,CN,0.5,3750.0,0.0
L01DC,L,mah_national,1,1,1,,,,,
L01DC01,L,api_cep,1,3,1,3,CN,0.3333,3333.3,0.3333
L01DC03,L,api_cep,2,5,1,3,CN,0.6,4400.0,0.2
L01DC03,L,mah_national,1,1,1,,,,,
L01EA01,L,api_cep,1,18,0,6,IN,0.5556,3703.7,0.1111
L01EA01,L,batch_release,1,12,0,8,DE,0.1667,1388.9,1.0
L01EA01,L,mah_national,1,1,0,,,,,
L01EA02,L,batch_release,1,5,0,5,GR,0.2,2000.0,1.0
L01EA02,L,mah_national,1,2,0,,,,,
L01EA03,L,api_cep,1,3,1,2,IN,0.6667,5555.6,0.0
L01EA03,L,batch_release,1,9,1,7,ES,0.2222,1604.9,1.0
L01EA03,L,mah_national,1,3,1,,,,,
L01EA04,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EA04,L,mah_national,1,3,0,,,,,
L01EA05,L,batch_release,1,2,0,1,NL,1.0,10000.0,1.0
L01EA06,L,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
L01EA06,L,mah_national,1,1,0,,,,,
L01EB,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EB02,L,api_cep,1,1,0,1,IN,1.0,10000.0,0.0
L01EB02,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01EB02,L,mah_national,1,1,0,,,,,
L01EB04,L,mah_national,1,1,0,,,,,
L01EB07,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EB07,L,mah_national,1,1,0,,,,,
L01EB09,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01EB09,L,mah_national,1,1,0,,,,,
L01EB11,L,mah_national,1,1,0,,,,,
L01EC01,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EC01,L,mah_national,1,1,0,,,,,
L01EC02,L,batch_release,1,4,1,3,SI,0.5,3750.0,1.0
L01EC02,L,mah_national,1,1,1,,,,,
L01EC03,L,batch_release,1,1,1,1,FR,1.0,10000.0,1.0
L01EC03,L,mah_national,1,1,1,,,,,
L01ED01,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01ED01,L,mah_national,1,1,0,,,,,
L01ED03,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01ED03,L,mah_national,1,1,0,,,,,
L01ED05,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EE,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01EE01,L,batch_release,2,6,1,4,ES,0.3333,2777.8,1.0
L01EE01,L,mah_national,2,1,1,,,,,
L01EE02,L,mah_national,1,1,0,,,,,
L01EE03,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01EE03,L,mah_national,1,1,0,,,,,
L01EE04,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01EE04,L,mah_national,1,1,0,,,,,
L01EE05,L,mah_national,1,1,0,,,,,
L01EF01,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EF01,L,mah_national,1,1,0,,,,,
L01EF02,L,batch_release,1,3,0,2,SI,0.6667,5555.6,1.0
L01EF03,L,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
L01EF03,L,mah_national,1,1,0,,,,,
L01EH01,L,batch_release,1,4,0,3,ES,0.5,3750.0,1.0
L01EH01,L,mah_national,1,1,0,,,,,
L01EH02,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01EH02,L,mah_national,1,1,0,,,,,
L01EH03,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01EJ01,L,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
L01EJ01,L,mah_national,1,1,0,,,,,
L01EJ02,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EJ04,L,mah_national,1,1,0,,,,,
L01EK,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01EK01,L,batch_release,1,4,0,4,AT,0.25,2500.0,1.0
L01EK01,L,mah_national,1,2,0,,,,,
L01EK03,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01EK03,L,mah_national,1,1,0,,,,,
L01EK04,L,mah_national,1,1,0,,,,,
L01EL01,L,batch_release,1,2,1,2,BE,0.5,5000.0,1.0
L01EL02,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01EL02,L,mah_national,1,1,0,,,,,
L01EL03,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EL03,L,mah_national,1,1,0,,,,,
L01EL05,L,mah_national,1,1,0,,,,,
L01EM06,L,mah_national,1,1,0,,,,,
L01EN01,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01EN01,L,mah_national,1,1,0,,,,,
L01EN02,L,batch_release,1,2,0,1,NL,1.0,10000.0,1.0
L01EN02,L,mah_national,1,1,0,,,,,
L01EN04,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01EX,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EX01,L,batch_release,1,3,0,3,CY,0.3333,3333.3,1.0
L01EX01,L,mah_national,1,1,0,,,,,
L01EX02,L,api_cep,1,13,0,3,IN,0.6154,4792.9,0.0769
L01EX02,L,batch_release,1,5,0,5,DE,0.2,2000.0,1.0
L01EX02,L,mah_national,1,1,0,,,,,
L01EX03,L,mah_national,1,3,0,,,,,
L01EX05,L,api_cep,1,1,0,1,IN,1.0,10000.0,0.0
L01EX05,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EX07,L,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
L01EX08,L,mah_national,1,3,0,,,,,
L01EX09,L,batch_release,1,8,0,6,DE,0.25,1875.0,1.0
L01EX09,L,mah_national,1,8,0,,,,,
L01EX11,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EX11,L,mah_national,1,1,0,,,,,
L01EX13,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EX14,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EX14,L,mah_national,1,1,0,,,,,
L01EX17,L,batch_release,1,4,0,4,DE,0.25,2500.0,1.0
L01EX17,L,mah_national,1,1,0,,,,,
L01EX18,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01EX18,L,mah_national,1,1,0,,,,,
L01EX19,L,mah_national,1,1,0,,,,,
L01EX21,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01EX21,L,mah_national,1,1,0,,,,,
L01EX22,L,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
L01EX22,L,mah_national,1,1,0,,,,,
L01EX27,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01EX27,L,mah_national,1,1,0,,,,,
L01EX28,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01EX28,L,mah_national,1,1,0,,,,,
L01EX29,L,mah_national,1,1,0,,,,,
L01F,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01F,L,bio_api,1,1,0,1,IE,1.0,10000.0,1.0
L01FA01,L,batch_release,1,7,0,5,DE,0.4286,2653.1,1.0
L01FA01,L,bio_api,1,5,0,4,KR,0.4,2800.0,0.4
L01FA01,L,mah_national,1,1,0,,,,,
L01FA03,L,batch_release,1,1,1,1,DE,1.0,10000.0,1.0
L01FA03,L,bio_api,1,2,1,2,DE,0.5,5000.0,1.0
L01FC01,L,batch_release,1,2,1,2,BE,0.5,5000.0,1.0
L01FC01,L,bio_api,1,4,1,4,DK,0.25,2500.0,0.5
L01FD01,L,batch_release,1,12,0,8,DE,0.25,1666.7,1.0
L01FD01,L,bio_api,1,14,0,8,IN,0.2143,1530.6,0.2857
L01FD01,L,mah_national,1,4,0,,,,,
L01FD02,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FD02,L,bio_api,1,2,0,1,US,1.0,10000.0,0.0
L01FD02,L,mah_national,1,1,0,,,,,
L01FD03,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FD03,L,bio_api,1,2,0,1,CH,1.0,10000.0,0.0
L01FD03,L,mah_national,1,1,0,,,,,
L01FD04,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FD04,L,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
L01FD07,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01FD07,L,bio_api,1,1,0,1,CN,1.0,10000.0,0.0
L01FD07,L,mah_national,1,1,0,,,,,
L01FE01,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FE01,L,bio_api,1,2,0,2,CH,0.5,5000.0,0.5
L01FF01,L,batch_release,1,1,1,1,IE,1.0,10000.0,1.0
L01FF01,L,bio_api,1,1,1,1,IE,1.0,10000.0,1.0
L01FF01,L,mah_national,1,1,1,,,,,
L01FF02,L,batch_release,1,2,1,2,BE,0.5,5000.0,1.0
L01FF02,L,bio_api,1,4,1,4,DE,0.25,2500.0,0.75
L01FF02,L,mah_national,1,1,1,,,,,
L01FF04,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01FF04,L,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
L01FF05,L,mah_national,1,1,0,,,,,
L01FF07,L,batch_release,1,2,0,2,IE,0.5,5000.0,1.0
L01FF07,L,bio_api,1,3,0,3,CN,0.3333,3333.3,0.0
L01FF09,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01FF09,L,bio_api,1,2,0,2,CN,0.5,5000.0,0.5
L01FF09,L,mah_national,1,1,0,,,,,
L01FF10,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01FF10,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01FF10,L,mah_national,1,1,0,,,,,
L01FF11,L,batch_release,1,1,0,1,PL,1.0,10000.0,1.0
L01FF11,L,bio_api,1,1,0,1,CN,1.0,10000.0,0.0
L01FF11,L,mah_national,1,1,0,,,,,
L01FF12,L,batch_release,1,2,0,2,GR,0.5,5000.0,1.0
L01FF12,L,bio_api,1,1,0,1,CN,1.0,10000.0,0.0
L01FF12,L,mah_national,1,1,0,,,,,
L01FF13,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FF13,L,bio_api,1,1,0,1,CN,1.0,10000.0,0.0
L01FF13,L,mah_national,1,1,0,,,,,
L01FG01,L,batch_release,1,9,0,5,DE,0.4444,2839.5,1.0
L01FG01,L,bio_api,1,7,0,7,AR,0.1429,1428.6,0.2857
L01FG01,L,mah_national,2,2,0,,,,,
L01FX,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01FX,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01FX,L,mah_national,1,1,0,,,,,
L01FX02,L,batch_release,1,1,1,1,BE,1.0,10000.0,1.0
L01FX02,L,bio_api,1,1,1,1,US,1.0,10000.0,0.0
L01FX03,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FX03,L,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
L01FX03,L,mah_national,1,1,0,,,,,
L01FX04,L,batch_release,1,2,0,2,IE,0.5,5000.0,1.0
L01FX04,L,bio_api,1,2,0,2,KR,0.5,5000.0,0.0
L01FX05,L,batch_release,1,1,1,1,AT,1.0,10000.0,1.0
L01FX05,L,bio_api,1,3,1,3,CH,0.3333,3333.3,0.3333
L01FX05,L,mah_national,1,1,1,,,,,
L01FX06,L,batch_release,4,5,2,5,BE,0.2,2000.0,1.0
L01FX06,L,bio_api,4,5,2,4,US,0.4,2800.0,0.6
L01FX07,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01FX07,L,bio_api,1,2,0,2,GB,0.5,5000.0,0.0
L01FX08,L,batch_release,1,2,0,2,IE,0.5,5000.0,1.0
L01FX08,L,bio_api,1,2,0,1,US,1.0,10000.0,0.0
L01FX12,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01FX12,L,bio_api,1,3,0,3,CH,0.3333,3333.3,0.3333
L01FX13,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01FX13,L,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
L01FX13,L,mah_national,1,1,0,,,,,
L01FX14,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FX14,L,bio_api,1,2,0,1,CH,1.0,10000.0,0.0
L01FX14,L,mah_national,1,1,0,,,,,
L01FX15,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01FX15,L,bio_api,1,1,0,1,IT,1.0,10000.0,1.0
L01FX15,L,mah_national,1,1,0,,,,,
L01FX17,L,mah_national,1,1,1,,,,,
L01FX18,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01FX18,L,bio_api,1,1,0,1,IE,1.0,10000.0,1.0
L01FX18,L,mah_national,2,2,0,,,,,
L01FX20,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01FX20,L,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
L01FX20,L,mah_national,1,1,0,,,,,
L01FX22,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01FX22,L,bio_api,1,1,0,1,IT,1.0,10000.0,1.0
L01FX22,L,mah_national,1,1,0,,,,,
L01FX23,L,batch_release,1,1,0,1,DK,1.0,10000.0,1.0
L01FX23,L,bio_api,1,1,0,1,CH,1.0,10000.0,0.0
L01FX23,L,mah_national,1,1,0,,,,,
L01FX24,L,mah_national,1,1,0,,,,,
L01FX25,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FX25,L,bio_api,1,2,0,2,CH,0.5,5000.0,0.0
L01FX25,L,mah_national,1,1,0,,,,,
L01FX26,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01FX26,L,bio_api,1,1,0,1,IT,1.0,10000.0,1.0
L01FX26,L,mah_national,1,1,0,,,,,
L01FX27,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01FX27,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01FX28,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FX28,L,bio_api,1,1,0,1,DE,1.0,10000.0,1.0
L01FX28,L,mah_national,1,1,0,,,,,
L01FX29,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01FX29,L,bio_api,1,1,0,1,IE,1.0,10000.0,1.0
L01FX29,L,mah_national,1,1,0,,,,,
L01FX31,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01FX31,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01FX31,L,mah_national,1,1,0,,,,,
L01FX34,L,mah_national,1,1,0,,,,,
L01FX35,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01FX35,L,bio_api,1,2,0,2,CH,0.5,5000.0,0.0
L01FX35,L,mah_national,1,1,0,,,,,
L01FY02,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01FY02,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01X,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01X,L,bio_api,1,2,0,2,NL,0.5,5000.0,0.5
L01X,L,mah_national,8,7,0,,,,,
L01XA,L,mah_national,3,4,3,,,,,
L01XA01,L,api_cep,2,15,1,6,IN,0.4,2355.6,0.2
L01XA01,L,mah_national,1,2,1,,,,,
L01XA02,L,api_cep,1,18,1,7,IN,0.3889,2222.2,0.2222
L01XA02,L,mah_national,1,3,1,,,,,
L01XA03,L,api_cep,5,24,1,8,CN,0.2917,2048.6,0.1667
L01XA03,L,mah_national,1,2,1,,,,,
L01XC,L,mah_national,21,15,3,,,,,
L01XC02,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01XC02,L,bio_api,1,5,0,4,US,0.4,2800.0,0.4
L01XC02,L,mah_national,1,4,0,,,,,
L01XC03,L,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
L01XC03,L,bio_api,1,2,0,2,TW,0.5,5000.0,0.0
L01XC03,L,mah_national,1,6,0,,,,,
L01XC05,L,batch_release,1,1,1,1,BE,1.0,10000.0,1.0
L01XC05,L,bio_api,1,1,1,1,US,1.0,10000.0,0.0
L01XC05,L,mah_national,1,1,1,,,,,
L01XC06,L,mah_national,2,1,0,,,,,
L01XC07,L,batch_release,1,5,0,4,BE,0.4,2800.0,1.0
L01XC07,L,bio_api,1,5,0,3,US,0.6,4400.0,0.0
L01XC07,L,mah_national,1,7,0,,,,,
L01XC08,L,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
L01XC08,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01XC08,L,mah_national,1,1,0,,,,,
L01XC10,L,mah_national,1,1,0,,,,,
L01XC11,L,mah_national,1,1,0,,,,,
L01XC13,L,mah_national,1,1,0,,,,,
L01XC15,L,mah_national,1,1,1,,,,,
L01XC16,L,mah_national,1,1,0,,,,,
L01XC19,L,mah_national,2,1,0,,,,,
L01XC24,L,mah_national,1,1,1,,,,,
L01XC25,L,batch_release,1,3,0,2,NL,0.6667,5555.6,1.0
L01XC25,L,bio_api,1,2,0,2,CH,0.5,5000.0,0.0
L01XC25,L,mah_national,1,1,0,,,,,
L01XC26,L,mah_national,1,1,1,,,,,
L01XC27,L,mah_national,1,1,0,,,,,
L01XC28,L,batch_release,1,1,1,1,SE,1.0,10000.0,1.0
L01XC28,L,bio_api,1,3,1,3,DE,0.3333,3333.3,0.3333
L01XC28,L,mah_national,1,1,1,,,,,
L01XC32,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XC32,L,bio_api,1,2,0,2,CH,0.5,5000.0,0.5
L01XC32,L,mah_national,1,1,0,,,,,
L01XC33,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01XC33,L,bio_api,1,2,0,2,IE,0.5,5000.0,0.5
L01XC33,L,mah_national,1,1,0,,,,,
L01XC35,L,mah_national,1,1,0,,,,,
L01XC38,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XC38,L,bio_api,1,2,0,2,FR,0.5,5000.0,0.5
L01XC38,L,mah_national,2,2,0,,,,,
L01XC40,L,mah_national,1,1,0,,,,,
L01XC41,L,mah_national,1,1,0,,,,,
L01XD,L,mah_national,3,4,0,,,,,
L01XD03,L,mah_national,1,1,0,,,,,
L01XD04,L,batch_release,1,3,0,1,DE,1.0,10000.0,1.0
L01XD04,L,mah_national,1,2,0,,,,,
L01XD05,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XD07,L,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
L01XD07,L,mah_national,1,1,0,,,,,
L01XE,L,batch_release,7,12,0,8,DE,0.25,1666.7,1.0
L01XE,L,mah_national,26,20,1,,,,,
L01XE01,L,api_cep,1,18,0,6,IN,0.5556,3703.7,0.1111
L01XE01,L,mah_national,1,5,0,,,,,
L01XE02,L,api_cep,1,14,0,4,IN,0.5,3877.6,0.1429
L01XE02,L,batch_release,1,2,0,2,GB,0.5,5000.0,0.5
L01XE02,L,mah_national,1,1,0,,,,,
L01XE04,L,mah_national,1,3,0,,,,,
L01XE05,L,mah_national,1,1,0,,,,,
L01XE06,L,mah_national,1,4,0,,,,,
L01XE08,L,mah_national,1,1,1,,,,,
L01XE09,L,batch_release,1,1,0,1,IT,1.0,10000.0,1.0
L01XE09,L,mah_national,1,1,0,,,,,
L01XE10,L,api_cep,1,1,0,1,TW,1.0,10000.0,0.0
L01XE10,L,batch_release,1,3,0,3,DE,0.3333,3333.3,1.0
L01XE10,L,mah_national,2,2,0,,,,,
L01XE11,L,batch_release,1,5,0,3,ES,0.4,3600.0,1.0
L01XE11,L,mah_national,1,2,0,,,,,
L01XE12,L,mah_national,1,1,0,,,,,
L01XE13,L,batch_release,1,3,0,2,FR,0.6667,5555.6,1.0
L01XE13,L,mah_national,1,1,0,,,,,
L01XE16,L,mah_national,1,1,0,,,,,
L01XE18,L,mah_national,1,1,0,,,,,
L01XE21,L,mah_national,1,1,0,,,,,
L01XE23,L,mah_national,1,1,1,,,,,
L01XE24,L,mah_national,1,1,0,,,,,
L01XE25,L,mah_national,1,1,1,,,,,
L01XE26,L,mah_national,1,1,0,,,,,
L01XE27,L,mah_national,1,1,1,,,,,
L01XE28,L,mah_national,1,1,0,,,,,
L01XE29,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XE29,L,mah_national,1,1,0,,,,,
L01XE31,L,mah_national,1,1,0,,,,,
L01XE33,L,mah_national,1,1,0,,,,,
L01XE34,L,mah_national,1,1,0,,,,,
L01XE38,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XE39,L,mah_national,1,1,0,,,,,
L01XE41,L,mah_national,1,1,0,,,,,
L01XE43,L,batch_release,1,2,0,2,AT,0.5,5000.0,1.0
L01XE43,L,mah_national,1,1,0,,,,,
L01XE44,L,mah_national,1,1,0,,,,,
L01XE51,L,mah_national,2,2,0,,,,,
L01XE53,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XE53,L,mah_national,1,1,0,,,,,
L01XF01,L,api_cep,1,5,1,5,CH,0.2,2000.0,0.4
L01XF01,L,mah_national,1,1,1,,,,,
L01XF03,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01XG01,L,batch_release,1,4,0,4,BE,0.25,2500.0,1.0
L01XG01,L,mah_national,1,1,0,,,,,
L01XG03,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01XH03,L,batch_release,1,1,0,1,ES,1.0,10000.0,1.0
L01XJ01,L,mah_national,1,1,1,,,,,
L01XJ02,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01XK01,L,batch_release,1,1,0,1,SE,1.0,10000.0,1.0
L01XK02,L,batch_release,1,3,0,2,IE,0.6667,5555.6,1.0
L01XK02,L,mah_national,1,1,0,,,,,
L01XK04,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XK04,L,mah_national,1,2,0,,,,,
L01XK52,L,mah_national,2,1,0,,,,,
L01XL,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XL,L,bio_api,1,1,0,1,GB,1.0,10000.0,0.0
L01XL04,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XL04,L,bio_api,1,3,0,3,CH,0.3333,3333.3,0.3333
L01XL05,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01XL05,L,bio_api,1,2,0,2,BE,0.5,5000.0,0.5
L01XL05,L,mah_national,1,1,0,,,,,
L01XL06,L,mah_national,1,1,0,,,,,
L01XL08,L,batch_release,1,2,0,1,NL,1.0,10000.0,1.0
L01XL08,L,bio_api,1,2,0,1,US,1.0,10000.0,0.0
L01XL09,L,mah_national,1,1,0,,,,,
L01XL12,L,mah_national,1,1,0,,,,,
L01XM02,L,batch_release,1,1,0,1,FR,1.0,10000.0,1.0
L01XM02,L,mah_national,1,1,0,,,,,
L01XM04,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01XM04,L,mah_national,1,1,0,,,,,
L01XX,L,batch_release,1,3,0,3,AT,0.3333,3333.3,0.6667
L01XX,L,mah_national,19,31,3,,,,,
L01XX01,L,mah_national,1,1,0,,,,,
L01XX02,L,batch_release,2,2,0,2,DE,0.5,5000.0,1.0
L01XX02,L,bio_api,2,2,0,2,DE,0.5,5000.0,1.0
L01XX02,L,mah_national,2,3,0,,,,,
L01XX05,L,api_cep,1,4,1,3,IT,0.5,3750.0,0.5
L01XX05,L,batch_release,1,3,1,3,DE,0.3333,3333.3,1.0
L01XX05,L,mah_national,1,3,1,,,,,
L01XX08,L,mah_national,1,1,0,,,,,
L01XX09,L,mah_national,1,1,0,,,,,
L01XX17,L,mah_national,1,4,1,,,,,
L01XX19,L,mah_national,1,4,0,,,,,
L01XX23,L,batch_release,1,2,1,2,FR,0.5,5000.0,1.0
L01XX23,L,mah_national,1,1,1,,,,,
L01XX24,L,batch_release,1,1,1,1,FR,1.0,10000.0,1.0
L01XX24,L,bio_api,1,1,1,1,US,1.0,10000.0,0.0
L01XX24,L,mah_national,1,1,1,,,,,
L01XX25,L,mah_national,1,1,0,,,,,
L01XX27,L,batch_release,1,6,0,5,DE,0.3333,2222.2,0.8333
L01XX27,L,mah_national,1,3,0,,,,,
L01XX32,L,batch_release,1,2,0,2,GR,0.5,5000.0,1.0
L01XX32,L,mah_national,2,11,0,,,,,
L01XX33,L,api_cep,1,30,0,6,IN,0.6,4222.2,0.1
L01XX35,L,batch_release,1,3,0,3,ES,0.3333,3333.3,1.0
L01XX35,L,mah_national,1,4,0,,,,,
L01XX41,L,batch_release,1,3,0,1,DE,1.0,10000.0,1.0
L01XX41,L,mah_national,1,7,0,,,,,
L01XX43,L,batch_release,1,1,1,1,DE,1.0,10000.0,1.0
L01XX44,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XX44,L,bio_api,1,2,0,2,IE,0.5,5000.0,0.5
L01XX44,L,mah_national,1,1,0,,,,,
L01XX45,L,batch_release,1,3,0,3,BE,0.3333,3333.3,1.0
L01XX45,L,mah_national,1,1,0,,,,,
L01XX46,L,mah_national,1,1,0,,,,,
L01XX47,L,batch_release,1,1,0,1,IE,1.0,10000.0,1.0
L01XX47,L,mah_national,1,1,0,,,,,
L01XX50,L,mah_national,1,1,0,,,,,
L01XX51,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01XX51,L,bio_api,1,2,0,2,DE,0.5,5000.0,0.5
L01XX54,L,mah_national,1,1,0,,,,,
L01XX55,L,mah_national,1,1,0,,,,,
L01XX63,L,batch_release,1,1,0,1,DE,1.0,10000.0,1.0
L01XX63,L,mah_national,1,1,0,,,,,
L01XX65,L,mah_national,1,1,0,,,,,
L01XX66,L,batch_release,1,2,0,2,DE,0.5,5000.0,1.0
L01XX66,L,mah_national,1,1,0,,,,,
L01XX67,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01XX67,L,bio_api,1,1,0,1,US,1.0,10000.0,0.0
L01XX67,L,mah_national,1,1,0,,,,,
L01XX70,L,batch_release,1,1,0,1,NL,1.0,10000.0,1.0
L01XX70,L,bio_api,1,2,0,2,NL,0.5,5000.0,0.5
L01XX73,L,batch_release,1,2,0,2,BE,0.5,5000.0,1.0
L01XX73,L,mah_national,1,1,0,,,,,
