search_atc,atc_code,atc_text,eingangsnummer,arzneimittel,role,name,pu_nummer,plz_ort,land
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Sun Pharmaceutical Industries (Europe) B.V.,8098079,2132 JH HOOFDDORP,Niederlande
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,S.C. Terapia S.A.,8102875,400632 CLUJ-NAPOCA,Rumänien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 10),8102898,"144533 TOANSA VILLAGE, PUNJAB",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"Jiangsu Botai Pharmaceutical Co., Ltd",8185134,"223001 HUAIAN, JIANGSU PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited,8048348,"390012 VADODARA, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Ltd. (BS 1),8102326,"394116 PANOLI, DISTRICT BHARUCH, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Granules India Limited (BS 4),8160915,"531 021 JAWAHARLAL NEHRU PHARMA CITY, PARAWADA, VISAKHAPATNAM",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Granules India Limited,8070514,"500081 MADHAPUR, CYDERABAD, HYDERABAD, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"Jiangxi Dongbang Pharmaceutical Co., Ltd.",8181969,"330700 FENGXIN, JIANGXI PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"Jiangsu Baju Pharmaceutical Co., Ltd.",8169075,"224555 BINHAI COUNTY, YANGCHENG, JIANGSU PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2200518,ESOMEPRAZOL BASICS 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceuticals Germany GmbH,8127792,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Zulassungsinhaber,Basics GmbH,8036279,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Terapia S.A.,8102875,"400632 CLUJ-NAPOCA, JUD. CLUJ",Rumänien
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Sun Pharmaceutical Industries (Europe) B.V.,8098079,2132 JH HOOFDDORP,Niederlande
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 10),8102898,"144533 TOANSA VILLAGE, PUNJAB",Indien
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 11),8102906,"455001 DEWAS, MADHYA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181440,ESOMEPRAZOL BASICS 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceuticals Germany GmbH,8127792,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Basics GmbH,8036279,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,S.C. Terapia S.A.,8102875,400632 CLUJ-NAPOCA,Rumänien
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Sun Pharmaceutical Industries (Europe) B.V.,8098079,2132 JH HOOFDDORP,Niederlande
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Ltd. (BS 1),8102326,"394116 PANOLI, DISTRICT BHARUCH, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 10),8102898,"144533 TOANSA VILLAGE, PUNJAB",Indien
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited,8048348,"390012 VADODARA, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2200519,ESOMEPRAZOL BASICS 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Sun Pharmaceuticals Germany GmbH,8127792,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Zulassungsinhaber,Basics GmbH,8036279,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Sun Pharmaceutical Industries (Europe) B.V.,8098079,2132 JH HOOFDDORP,Niederlande
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Terapia S.A.,8102875,"400632 CLUJ-NAPOCA, JUD. CLUJ",Rumänien
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 10),8102898,"144533 TOANSA VILLAGE, PUNJAB",Indien
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceutical Industries Limited (BS 11),8102906,"455001 DEWAS, MADHYA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181441,ESOMEPRAZOL BASICS 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Sun Pharmaceuticals Germany GmbH,8127792,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2190239,Esomeprazol DEMO 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Zulassungsinhaber,DEMO ABEE,8061751,"14568 KRYONERI, ATTIKI",Griechenland
A02BC05,A02BC05,Esomeprazol,2190239,Esomeprazol DEMO 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Hersteller/Endfreigabe,DEMO ABEE,8061751,"14568 KRYONERI, ATTIKI",Griechenland
A02BC05,A02BC05,Esomeprazol,2190239,Esomeprazol DEMO 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2190239,Esomeprazol DEMO 40 mg Pulver zur Herstellung einer Injektions-/Infusionslösung,Wirkstoffherstellung,hameln pharma gmbh,8084054,31787 Hameln,Deutschland
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Ethypharm,3370996,92213 SAINT CLOUD CEDEX,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Arrow Generiques Rechtsform: S.A.S.,8077226,69007 LYON,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Ethypharm (BS 2),8100066,76120 LE GRAND QUEVILLY,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Ethypharm (BS 1),8100072,28170 CHATEAUNEUF-EN-THYMERAIS,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 8),8112922,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 4),8100971,"560049 BENGALURU, VIRGONAGAR, KARNATAKA",Indien
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited,8033542,"SN5 8YG BLAGROVE, SWINDON, WILTSHIRE",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 15),8191488,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"IMS S.R.L. Beiname: Micronizzazioni, IMS Intermedi Medicinali Sintetici S.r.l.",8078697,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,2181528,Esomeprazol Ethypharm 20 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,ETHYPHARM GmbH,8160329,12529 Schönefeld,Deutschland
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Zulassungsinhaber,Ethypharm,3370996,92213 SAINT CLOUD CEDEX,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Ethypharm (BS 2),8100066,76120 LE GRAND QUEVILLY,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Ethypharm (BS 1),8100072,28170 CHATEAUNEUF-EN-THYMERAIS,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Arrow Generiques Rechtsform: S.A.S.,8077226,69007 LYON,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Catalent Micron Technologies Limited,8033542,"SN5 8YG BLAGROVE, SWINDON, WILTSHIRE",Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 8),8112922,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,"IMS S.R.L. Beiname: Micronizzazioni, IMS Intermedi Medicinali Sintetici S.r.l.",8078697,20157 MILANO,Italien
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Minakem Dunkerque Production (BS 1),8177583,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Alivus Life Sciences Limited (BS 1),8083913,"393002 BHARUCH DISTRICT, ANKLESHWAR, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,AstraZeneca Dunkerque Production Rechtsform: S.C.S.,8026677,59640 DUNKERQUE,Frankreich
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 15),8191488,"413802 KURKUMBH VILLAGE, TALUKA DAUND, DISTRICT PUNE, MAHARASHTRA",Indien
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,Cipla Limited (BS 4),8100971,"560049 BENGALURU, VIRGONAGAR, KARNATAKA",Indien
A02BC05,A02BC05,Esomeprazol,2181529,Esomeprazol Ethypharm 40 mg magensaftresistente Hartkapseln,Wirkstoffherstellung,ETHYPHARM GmbH,8160329,12529 Schönefeld,Deutschland
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Zulassungsinhaber,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Interpharma Services Ltd.,8179665,1407 SOFIA,Bulgarien
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Torrent Pharma (Malta) Limited (BS 1),1010884,GDJ 1907 IL-GUDJA,Malta
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Torrent Pharma (UK) Limited,8138809,RH10 9BG CRAWLEY,Vereinigtes Königreich
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Torrent Pharma (Malta) Limited,1010883,FRN 1914 FLORIANA,Malta
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Hersteller/Endfreigabe,Torrent Pharma (Malta) Limited (BS 2),1014354,BBG 3000 BIRZEBBUGA,Malta
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. (BS 1),8056922,"382721 TALUKA KADI, DISTRICT MEHSANA, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. (BS 5),8113726,"531021 THANAM VILLAGE, PARAWADA MANDAL, VISKAHAPTNAM DISTRICT, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2203984,Esomeprazol Heumann 10 mg magensaftresistentes Granulat im Beutel zur Herstellung einer Suspension zum Einnehmen,Wirkstoffherstellung,Heunet Pharma GmbH,8127504,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2186473,Esomeprazol Heumann 20 mg bei Sodbrennen magensaftresistente Tabletten,Zulassungsinhaber,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2186473,Esomeprazol Heumann 20 mg bei Sodbrennen magensaftresistente Tabletten,Hersteller/Endfreigabe,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2186473,Esomeprazol Heumann 20 mg bei Sodbrennen magensaftresistente Tabletten,Hersteller/Endfreigabe,Heunet Pharma GmbH,8127504,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Zulassungsinhaber,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Torrent Pharma (Malta) Limited,1010883,GDJ1907 GUDJA,Malta
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. TPL Vizag (BS 5),8113726,"531021 THANAM VILLAGE, PARAWADA MANDAL, VISKAHAPTNAM DISTRICT, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. (BS 1),8056922,"382721 TALUKA KADI, DISTRICT MEHSANA, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181793,Esomeprazol Heumann 20 mg magensaftresistente Tabletten,Wirkstoffherstellung,Heunet Pharma GmbH,8127504,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Zulassungsinhaber,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Torrent Pharma (Malta) Limited,1010883,GDJ1907 GUDJA,Malta
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Hersteller/Endfreigabe,Heumann Pharma GmbH & Co. Generica KG,8120809,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. TPL Vizag (BS 5),8113726,"531021 THANAM VILLAGE, PARAWADA MANDAL, VISKAHAPTNAM DISTRICT, ANDHRA PRADESH",Indien
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Torrent Pharmaceuticals Ltd. (BS 1),8056922,"382721 TALUKA KADI, DISTRICT MEHSANA, GUJARAT",Indien
A02BC05,A02BC05,Esomeprazol,2181794,Esomeprazol Heumann 40 mg magensaftresistente Tabletten,Wirkstoffherstellung,Heunet Pharma GmbH,8127504,90449 Nürnberg,Deutschland
A02BC05,A02BC05,Esomeprazol,7012843,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,7012843,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L. (BS 1),1005552,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,7012843,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. (BS 4) Beiname: Lek Pharmaceuticals d.d., Lek d.d.",8187529,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,7012843,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,7012843,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,7012844,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Zulassungsinhaber,H e x a l Aktiengesellschaft,3079284,83607 Holzkirchen,Deutschland
A02BC05,A02BC05,Esomeprazol,7012844,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L.,8190655,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,7012844,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,Towa Pharmaceutical Europe S.L. (BS 1),1005552,"08107 MARTORELLES, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,7012844,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. (BS 4) Beiname: Lek Pharmaceuticals d.d., Lek d.d.",8187529,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,7012844,Esomeprazol HEXAL 20 mg magensaftresistente Hartkapseln,Hersteller/Endfreigabe,"Lek farmacevtska druzba d.d. Beiname: Lek Pharmaceuticals d.d., Lek d.d.",3217237,1526 LJUBLJANA,Slowenien
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Zulassungsinhaber,"Laboratorios Normon, S.A.",8121281,28760 TRES CANTOS (MADRID),Spanien
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Hersteller/Endfreigabe,"Laboratorios Normon, S.A.",8121281,28760 TRES CANTOS (MADRID),Spanien
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Hersteller/Endfreigabe,"Laboratorios Normon, S.A.",8121281,28760 TRES CANTOS (MADRID),Spanien
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Wirkstoffherstellung,Nosch Labs Private Limited (BS 3),8192312,"508114 VELIMINEDU, CHITYAL MANDAL, NALGONDA DISTRICT, TELANGANA",Indien
A02BC05,A02BC05,Esomeprazol,2185378,Esomeprazol NORMON 40 mg Pulver zur Herstellung einer Injektions- bzw. Infusionslösung,Wirkstoffherstellung,Ferrer Deutschland GmbH,8182383,52134 Herzogenrath,Deutschland
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Zulassungsinhaber,Sun Pharmaceuticals Germany GmbH,8127792,51377 Leverkusen,Deutschland
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Hersteller/Endfreigabe,"Laboratorios Normon, S.A.",8121281,28760 TRES CANTOS (MADRID),Spanien
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Hersteller/Endfreigabe,"Laboratorios Normon, S.A.",8121281,28760 TRES CANTOS (MADRID),Spanien
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Wirkstoffherstellung,Union Quimico Farmaceutica S.A. (Uquifa S.A.) (BS 1),8102036,08470 SANT CELONI (BARCELONA),Spanien
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Wirkstoffherstellung,Shouguang Fukang Pharmaceutical Co. Ltd. (BS 1),8142998,"262700 SHOUGUANG CITY, SHANDONG PROVINCE",China
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Wirkstoffherstellung,Union Quimico Farmaceutica S.A. (Uquifa S.A.) (BS 3),8114855,"08185 LLICA DE VALL, BARCELONA",Spanien
A02BC05,A02BC05,Esomeprazol,2196312,Esomeprazol SUN 40 mg Pulver zur Herstellung einer Injektions- /Infusionslösung,Wirkstoffherstellung,Nosch Labs Private Limited (BS 3),8192312,"508114 VELIMINEDU, CHITYAL MANDAL, NALGONDA DISTRICT, TELANGANA",Indien
