substance_raw,norm_key,is_combination,atc_codes,atc_level1,atc_origin,supplier_name,supplier_norm,supplier_id,country_iso2,source,role,status,cep_type,norm_trace
Rhus toxicodendron,rhus toxicodendron,False,,,,A. Nelson & Company Limited,a nelson company,HOR1149/025/001,,hpra,mah_national,authorised,,
Human fibrinogen,fibrinogen,False,B02BB|B02BB01,B,native,CSL Behring GmbH,csl behring,PA0800/007/001,,hpra,mah_national,authorised,,dropped noise ['human']
Risedronate sodium,risedronate,False,M05BA|M05BA07,M,native,"Rowex Limited,",rowex,PA0711/189/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Domperidone,domperidone,False,A03FA|A03FA03,A,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/291/001,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AB|J04AB02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/066/004,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AB|J04AB02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/066/001,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AB|J04AB02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/066/002,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AB|J04AB02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/066/003,,hpra,mah_national,authorised,,
Isoniazid,isoniazid,False,J04AM|J04AM05,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/067/001,,hpra,mah_national,authorised,,
Pyrazinamide,pyrazinamide,False,J04AM|J04AM05,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/067/001,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AM|J04AM05,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/067/001,,hpra,mah_national,authorised,,
Rifaximin,rifaximin,False,A07AA|A07AA11,A,native,Alfasigma S.p.A,alfasigma,PA2206/001/001,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AM|J04AM02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/068/001,,hpra,mah_national,authorised,,
Isoniazid,isoniazid,False,J04AM|J04AM02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/068/001,,hpra,mah_national,authorised,,
Rifampicin,rifampicin,False,J04AM|J04AM02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/068/002,,hpra,mah_national,authorised,,
Isoniazid,isoniazid,False,J04AM|J04AM02,J,native,Sanofi-Aventis Ireland Limited T/A SANOFI,sanofi aventis ireland t a sanofi,PA0540/068/002,,hpra,mah_national,authorised,,
Formoterol fumarate dihydrate,formoterol,False,R03AL11,R,native,AstraZeneca AB,astrazeneca,EU/1/21/1604/001-002,,hpra,mah_national,authorised,,stripped trailing 'dihydrate'; stripped trailing 'fumarate'
Glycopyrronium bromide,glycopyrronium,False,R03AL11,R,native,AstraZeneca AB,astrazeneca,EU/1/21/1604/001-002,,hpra,mah_national,authorised,,stripped trailing 'bromide'
Budesonide,budesonide,False,R03AL11,R,native,AstraZeneca AB,astrazeneca,EU/1/21/1604/001-002,,hpra,mah_national,authorised,,
Riluzole,riluzole,False,N07XX|N07XX02,N,native,Sanofi Winthrop Industrie,sanofi winthrop industrie,EU/1/96/010/001,,hpra,mah_national,authorised,,
Riluzole,riluzole,False,N07XX|N07XX02,N,native,Aventis Pharma S.A.,aventis,EU/1/12/768/001,,hpra,mah_national,authorised,,
Ranibizumab,ranibizumab,False,S01LA04,S,native,Qilu Pharma Spain S.L.,qilu spain s l,EU/1/23/1779/001-002,,hpra,mah_national,authorised,,
Sodium chloride,sodium chloride,False,B05BB|B05BB01,B,native,Baxter Holding B.V.,baxter holding b v,PA2299/011/001,,hpra,mah_national,authorised,,salt-strip skipped (electrolyte): sodium chloride
Potassium chloride,potassium chloride,False,B05BB|B05BB01,B,native,Baxter Holding B.V.,baxter holding b v,PA2299/011/001,,hpra,mah_national,authorised,,salt-strip skipped (electrolyte): potassium chloride
Calcium chloride dihydrate,calcium chloride,False,B05BB|B05BB01,B,native,Baxter Holding B.V.,baxter holding b v,PA2299/011/001,,hpra,mah_national,authorised,,stripped trailing 'dihydrate'
Levocetirizine dihydrochloride,levocetirizine,False,R06AE|R06AE09,R,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/179/001,,hpra,mah_national,authorised,,stripped trailing 'dihydrochloride'
UPADACITINIB,upadacitinib,False,L04AA|L04AA44,L,native,AbbVie Deutschland GmbH & Co. KG,abbvie deutschland kg,EU/1/19/1404/001-005,,hpra,mah_national,authorised,,
Upadacitinib Hemihydrate,upadacitinib,False,L04AA|L04AA44,L,native,AbbVie Deutschland GmbH & Co. KG,abbvie deutschland kg,EU/1/19/1404/001-005,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'
Upadacitinib Hemihydrate,upadacitinib,False,L04AA|L04AA44,L,native,AbbVie Deutschland GmbH & Co. KG,abbvie deutschland kg,EU/1/19/1404/006-009,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'
Upadacitinib Hemihydrate,upadacitinib,False,L04AA|L04AA44,L,native,AbbVie Deutschland GmbH & Co. KG,abbvie deutschland kg,EU/1/19/1404/010-011,,hpra,mah_national,authorised,,stripped trailing 'hemihydrate'
Risedronate sodium hemipentahydrate,risedronate sodium hemipentahydrate,False,M05BA|M05BA07,M,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/017/001,,hpra,mah_national,authorised,,
Risedronate sodium,risedronate,False,M05BA07,M,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/165/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Risedronate sodium,risedronate,False,M05BA|M05BA07,M,native,Teva Pharma B.V.,teva b v,PA0749/064/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Risedronate sodium,risedronate,False,M05BA|M05BA07,M,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/197/001,,hpra,mah_national,authorised,,stripped trailing 'sodium'
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/009,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Originalis B.V.,originalis b v,PPA2306/007/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,"IMED Healthcare Ltd.,",imed healthcare,PPA1463/227/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,PCO Manufacturing Ltd.,pco manufacturing,PPA0465/525/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/004,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/005,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/006,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/007,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/002,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/010,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/011,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Janssen Sciences Ireland Unlimited Company,janssen sciences ireland unlimited company,PA22612/010/012,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,Pinewood Laboratories Limited,pinewood laboratories,PA0281/248/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/002,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/003,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/004,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/005,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,AS Grindeks,grindeks,PA22992/021/006,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Teva B.V.,teva b v,PA1986/021/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Teva Pharma B.V.,teva b v,PA0749/049/007,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Teva Pharma B.V.,teva b v,PA0749/049/008,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Teva Pharma B.V.,teva b v,PA0749/049/009,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX08,N,native,Teva Pharma B.V.,teva b v,PA0749/049/010,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,"Rowex Limited,",rowex,PA0711/106/002,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,"Rowex Limited,",rowex,PA0711/106/001,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,"Rowex Limited,",rowex,PA0711/106/006,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,"Rowex Limited,",rowex,PA0711/106/007,,hpra,mah_national,authorised,,
Risperidone,risperidone,False,N05AX|N05AX08,N,native,"Rowex Limited,",rowex,PA0711/106/008,,hpra,mah_national,authorised,,
Sitagliptin as monohydrate phosphate salt,sitagliptin monohydrate phosphate,False,A10B,A,native,"Merck Sharp & Dohme BV,",merck sharp dohme,EU/1/10/621/13-18,,hpra,mah_national,authorised,,"dropped noise ['as', 'salt']"
Sitagliptin as monohydrate phosphate salt,sitagliptin monohydrate phosphate,False,A10BD|A10BD07,A,native,Merck Sharp & Dohme BV,merck sharp dohme,EU/1/10/621/1-6,,hpra,mah_national,authorised,,"dropped noise ['as', 'salt']"
Sitagliptin as monohydrate phosphate salt,sitagliptin monohydrate phosphate,False,A10B,A,native,"Merck Sharp & Dohme BV,",merck sharp dohme,EU/1/10/621/7-12,,hpra,mah_national,authorised,,"dropped noise ['as', 'salt']"
Metformin Hydrochloride,metformin,False,A10BD|A10BD07,A,native,"Merck Sharp & Dohme BV,",merck sharp dohme,EU/1/10/620/009-016,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Sitagliptin phosphate,sitagliptin,False,A10BD|A10BD07,A,native,"Merck Sharp & Dohme BV,",merck sharp dohme,EU/1/10/620/009-016,,hpra,mah_national,authorised,,stripped trailing 'phosphate'
Metformin Hydrochloride,metformin,False,A10BD|A10BD07,A,native,Merck Sharp & Dohme BV,merck sharp dohme,EU/1/10/620/1-8,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Sitagliptin phosphate,sitagliptin,False,A10BD|A10BD07,A,native,Merck Sharp & Dohme BV,merck sharp dohme,EU/1/10/620/1-8,,hpra,mah_national,authorised,,stripped trailing 'phosphate'
Methylphenidate hydrochloride,methylphenidate,False,N06BA|N06BA04,N,native,InfectoPharm Arzneimittel und Consilium GmbH,infectopharm arzneimittel und consilium,PA1972/002/001,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Methylphenidate hydrochloride,methylphenidate,False,N06BA|N06BA04,N,native,InfectoPharm Arzneimittel und Consilium GmbH,infectopharm arzneimittel und consilium,PA1972/002/002,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Methylphenidate hydrochloride,methylphenidate,False,N06BA|N06BA04,N,native,InfectoPharm Arzneimittel und Consilium GmbH,infectopharm arzneimittel und consilium,PA1972/002/003,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Methylphenidate hydrochloride,methylphenidate,False,N06BA|N06BA04,N,native,InfectoPharm Arzneimittel und Consilium GmbH,infectopharm arzneimittel und consilium,PA1972/002/004,,hpra,mah_national,authorised,,stripped trailing 'hydrochloride'
Ritonavir,ritonavir,False,J05AE|J05AE03,J,native,Viatris Limited,viatris,EU/1/17/1242/001-003,,hpra,mah_national,authorised,,
Tegomil fumarate,tegomil,False,L04AX10,L,native,Neuraxpharm Pharmaceuticals S.L.,neuraxpharm s l,EU/1/25/1947/001-002,,hpra,mah_national,authorised,,stripped trailing 'fumarate'
Tegomil fumarate,tegomil,False,L04AX10,L,native,Neuraxpharm Pharmaceuticals S.L.,neuraxpharm s l,EU/1/25/1947/001-002,,hpra,mah_national,authorised,,stripped trailing 'fumarate'
Tegomil fumarate,tegomil,False,L04AX10,L,native,Neuraxpharm Pharmaceuticals S.L.,neuraxpharm s l,EU/1/25/1947/003-005,,hpra,mah_national,authorised,,stripped trailing 'fumarate'
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Renata Pharmaceuticals (Ireland) Limited,renata ireland,PA22865/010/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Renata Pharmaceuticals (Ireland) Limited,renata ireland,PA22865/010/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Renata Pharmaceuticals (Ireland) Limited,renata ireland,PA22865/010/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/012-023,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/024-038,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/039,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/039,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/001-011,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Accord Healthcare S.L.U.,accord healthcare s l u,EU/1/20/1488/040-053,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Ascend GmbH,ascend,PA23429/007/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Cipla Europe,cipla europe,PA1963/019/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/044/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/044/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/044/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/044/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Bluefish Pharmaceuticals AB,bluefish,PA1436/044/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Clonmel Healthcare Ltd,clonmel healthcare,PA0126/035/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,AS Grindeks,grindeks,PA22992/008/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,AS Grindeks,grindeks,PA22992/008/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,AS Grindeks,grindeks,PA22992/008/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Koanaa Healthcare Spain S.L.,koanaa healthcare spain s l,EU/1/25/1994/001-002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Koanaa Healthcare Spain S.L.,koanaa healthcare spain s l,EU/1/25/1994/003-004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Koanaa Healthcare Spain S.L.,koanaa healthcare spain s l,EU/1/25/1994/005-006,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"KRKA, d.d., Novo mesto",krka d d novo mesto,PA1347/098/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"KRKA, d.d., Novo mesto",krka d d novo mesto,PA1347/098/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"KRKA, d.d., Novo mesto",krka d d novo mesto,PA1347/098/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"KRKA, d.d., Novo mesto",krka d d novo mesto,PA1347/098/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,MSN Labs Europe Limited,msn labs europe,PA23250/004/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,MSN Labs Europe Limited,msn labs europe,PA23250/004/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,MSN Labs Europe Limited,msn labs europe,PA23250/004/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,MSN Labs Europe Limited,msn labs europe,PA23250/004/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Pinewood Laboratories Limited,pinewood laboratories,PA0281/266/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Pinewood Laboratories Limited,pinewood laboratories,PA0281/266/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Pinewood Laboratories Limited,pinewood laboratories,PA0281/266/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"Rowa Pharmaceuticals Limited,",rowa,PA0074/097/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"Rowa Pharmaceuticals Limited,",rowa,PA0074/097/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,"Rowa Pharmaceuticals Limited,",rowa,PA0074/097/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF|B01AF01,B,native,"Rowex Limited,",rowex,PA0711/275/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF|B01AF01,B,native,"Rowex Limited,",rowex,PA0711/275/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF|B01AF01,B,native,"Rowex Limited,",rowex,PA0711/275/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/002/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/002/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/002/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/009/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/009/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/009/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,TEVA GmbH,teva,PA22579/009/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/002,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/003,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/004,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/001,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Tillomed Malta Limited,tillomed malta,PA25239/003/005,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/015-025,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/026-040,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/055,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/055,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/001-014,,hpra,mah_national,authorised,,
Rivaroxaban,rivaroxaban,False,B01AF01,B,native,Viatris Limited,viatris,EU/1/21/1588/041-054,,hpra,mah_national,authorised,,
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,1 A Pharma GmbH,1 a,EU/1/09/585/001-4,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,1 A Pharma GmbH,1 a,EU/1/09/585/017-018,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,1 A Pharma GmbH,1 a,EU/1/09/585/005-8,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,1 A Pharma GmbH,1 a,EU/1/09/585/009-12,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,1 A Pharma GmbH,1 a,EU/1/09/585/013-16,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Actavis Group hf,actavis group hf,EU/1/11/693/001-004,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Actavis Group hf,actavis group hf,EU/1/11/693/005-008,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Actavis Group hf,actavis group hf,EU/1/11/693/009-012,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Actavis Group hf,actavis group hf,EU/1/11/693/013-016,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Hexal AG,hexal,EU/1/09/589/1-4,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Hexal AG,hexal,EU/1/09/589/017-018,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Hexal AG,hexal,EU/1/09/589/5-8,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
Rivastigmine hydrogen tartrate,rivastigmine,False,N06DA|N06DA03,N,native,Hexal AG,hexal,EU/1/09/589/9-12,,hpra,mah_national,authorised,,stripped trailing 'tartrate'; stripped trailing 'hydrogen'
